Order_ID,Product_ID,Product_Name,Category,Supplier,Warehouse,Country,Region,Customer,Order_Date,Shipment_Date,Delivery_Date,Quantity,Unit_Price,Cost,Revenue,Profit,Shipping_Cost,Transportation_Mode,Inventory_Level,Reorder_Point,Lead_Time,Demand,Sales,Discount,Order_Status,Delay_Days,Returned,Customer_Rating,Season,Month,Year
ORD118001,P1001,Laptop Pro 14,Electronics,Supplier_Meridian,Warehouse_South_01,USA,North America,CUST007555,2023-04-23 04:06:27,2023-04-24 04:06:27,2023-04-30 04:06:27,48,365.93,11898.24,15808.18,3867.71,42.23,Sea,832,512,2.0,47,15903.44,0.1,Delivered,4,No,5.0,Spring,4,2023
ORD118002,P1026,Bookshelf,Furniture,Supplier_Orion,Warehouse_South_02,India,Asia,CUST001191,2023-04-23 05:34:59,2023-04-24 05:34:59,2023-05-16 05:34:59,178,137.35,15178.06,24448.3,9082.19,188.05,Air,4269,411,22.0,189,25372.59,0.0,Delivered,0,No,3.3,Spring,4,2023
ORD118003,P1013,Winter Sweater,Apparel,Supplier_Horizon,Warehouse_North_01,Mexico,North America,CUST006650,2023-04-23 07:21:21,2023-04-23 07:21:21,2023-04-27 07:21:21,51,1464.96,58836.66,74712.96,15642.56,233.74,Air,1108,204,4.0,60,87248.89,0.0,Delivered,0,Yes,5.0,Spring,4,2023
ORD118004,P1047,Remote Control Car,Toys,Supplier_Titan,Warehouse_West_01,Australia,Oceania,CUST004976,2023-04-23 08:45:08,2023-04-26 08:45:08,2023-05-12 08:45:08,78,1482.33,83107.44,104059.57,20855.84,96.29,Road,2773,61,11.0,97,145046.04,0.1,Shipped,5,No,4.4,Spring,4,2023
ORD118005,P1038,Breakfast Cereal,Grocery,Supplier_Pioneer,Warehouse_North_01,Mexico,North America,CUST000311,2023-04-23 08:53:37,2023-04-25 08:53:37,2023-05-07 08:53:37,7,611.59,2829.75,4281.13,1386.14,65.24,Road,3154,606,12.0,6,3651.09,0.0,Processing,0,No,4.0,Spring,4,2023
ORD118006,P1052,Tyre Inflator,Automotive,Supplier_Summit,Warehouse_North_02,South Africa,Africa,CUST007215,2023-04-23 09:50:54,2023-04-26 09:50:54,2023-05-20 09:50:54,191,309.9,32718.3,56231.35,23478.54,34.51,Sea,1830,624,23.0,243,71363.81,0.05,Shipped,1,No,5.0,Spring,4,2023
ORD118007,P1052,Tyre Inflator,Automotive,Supplier_Zenith,Warehouse_South_02,Canada,North America,CUST008955,2023-04-23 10:44:21,2023-04-26 10:44:21,2023-05-19 10:44:21,179,421.15,60000.8,71616.56,11471.7,144.06,Air,1311,629,18.0,204,87353.88,0.05,Shipped,5,No,4.1,Spring,4,2023
ORD118008,P1011,Denim Jeans,Apparel,Supplier_Summit,Warehouse_North_01,China,Asia,CUST005732,2023-04-23 11:14:59,2023-04-24 11:14:59,2023-05-13 11:14:59,110,117.84,8762.6,11666.16,2877.09,26.47,Air,2632,122,19.0,99,11919.51,0.1,Delivered,0,No,4.0,Spring,4,2023
ORD118009,P1031,Recliner,Furniture,Supplier_Beta,Warehouse_South_02,India,Asia,CUST009424,2023-04-23 11:23:09,2023-04-24 11:23:09,2023-05-09 11:23:09,190,1155.01,137381.4,219451.9,81814.57,255.93,Air,3539,765,10.0,191,242047.07,0.0,Delivered,5,No,2.8,Spring,4,2023
ORD118010,P1027,Sofa Set,Furniture,Supplier_Orion,Warehouse_West_02,USA,North America,CUST006237,2023-04-23 12:14:43,2023-04-25 12:14:43,2023-05-14 12:14:43,103,1345.84,81285.54,138621.52,57309.31,26.67,Rail,1521,733,19.0,129,177712.07,0.0,Delivered,0,No,3.9,Spring,4,2023
ORD118011,P1027,Sofa Set,Furniture,Supplier_Beta,Warehouse_North_01,Mexico,North America,CUST010601,2023-04-23 12:49:00,2023-04-26 12:49:00,2023-05-17 12:49:00,70,650.14,35499.8,40958.82,5401.09,57.93,Road,4317,80,21.0,77,45236.35,0.1,Delivered,0,No,3.0,Spring,4,2023
ORD118012,P1045,Protein Powder,Health & Beauty,Supplier_Meridian,Warehouse_East_01,China,Asia,CUST005817,2023-04-23 13:12:35,2023-04-23 13:12:35,2023-05-09 13:12:35,82,749.86,38179.2,52265.24,14062.52,23.52,Sea,2485,358,14.0,67,49020.78,0.15,Delivered,2,No,3.4,Spring,4,2023
ORD118013,P1024,Office Chair,Furniture,Supplier_Horizon,Warehouse_Central_02,Japan,Asia,CUST011294,2023-04-23 13:13:35,2023-04-23 13:13:35,2023-05-18 13:13:35,161,249.98,31345.09,38234.44,6830.93,58.42,Sea,602,670,11.0,141,34952.57,0.05,Delivered,14,No,4.2,Spring,4,2023
ORD118014,P1003,Smartwatch S2,Electronics,Supplier_Alpha,Warehouse_North_02,UK,Europe,CUST009385,2023-04-23 13:51:21,2023-04-25 13:51:21,2023-05-15 13:51:21,196,1195.5,196217.56,234318.0,38076.75,23.69,Sea,2686,180,20.0,167,216237.17,0.0,Delivered,0,Yes,4.6,Spring,4,2023
ORD118015,P1025,Wooden Dining Table,Furniture,Supplier_Atlas,Warehouse_West_02,Italy,Europe,CUST006848,2023-04-23 14:23:17,2023-04-25 14:23:17,2023-04-27 14:23:17,39,1445.47,32612.58,53554.66,20834.93,107.15,Road,2062,421,2.0,32,44555.82,0.05,Delivered,0,No,4.7,Spring,4,2023
ORD118016,P1035,Green Tea Pack,Grocery,Supplier_Zenith,Warehouse_East_01,UAE,Middle East,CUST002943,2023-04-23 14:55:56,2023-04-23 14:55:56,2023-05-03 14:55:56,109,923.05,67455.74,100612.45,33103.86,52.85,Road,2739,273,10.0,103,93914.98,0.0,Delivered,0,No,4.8,Spring,4,2023
ORD118017,P1049,Action Figure,Toys,Supplier_Beta,Warehouse_Central_01,UAE,Middle East,CUST008362,2023-04-23 16:17:10,2023-04-23 16:17:10,2023-05-14 16:17:10,56,1347.25,55125.28,71673.7,16510.66,37.76,Road,2562,325,21.0,67,91417.05,0.05,Returned,0,Yes,4.1,Spring,4,2023
ORD118018,P1002,Wireless Earbuds,Electronics,,Warehouse_South_01,Canada,North America,CUST011805,2023-04-23 18:36:38,2023-04-23 18:36:38,2023-05-13 18:36:38,92,1029.61,65637.4,94724.12,29054.71,32.01,Sea,3401,392,17.0,96,106534.37,0.0,Delivered,3,No,4.5,Spring,4,2023
ORD118019,P1000,Smartphone X1,Electronics,Supplier_Beta,Warehouse_East_02,Germany,Europe,CUST001100,2023-04-23 18:44:02,2023-04-23 18:44:02,2023-05-09 18:44:02,175,753.94,92310.75,112148.58,19827.57,10.26,Road,4830,333,15.0,192,145218.31,0.15,Delivered,1,No,4.7,Spring,4,2023
ORD118020,P1016,Air Fryer,Home & Kitchen,Supplier_Meridian,Warehouse_West_01,Canada,North America,CUST010045,2023-04-23 19:04:51,2023-04-23 19:04:51,2023-05-04 19:04:51,49,1442.92,58378.6,56562.46,-1901.91,85.77,Road,2792,764,9.0,40,61057.73,0.2,Shipped,2,No,5.0,Spring,4,2023
ORD118021,P1006,Tablet Air,Electronics,Supplier_Pioneer,Warehouse_North_02,USA,North America,CUST001692,2023-04-23 20:06:46,2023-04-26 20:06:46,2023-05-05 20:06:46,166,317.73,37504.38,44831.7,7115.64,211.68,Air,3050,156,9.0,176,50916.55,0.15,Cancelled,0,No,5.0,Spring,4,2023
ORD118022,P1047,Remote Control Car,Toys,Supplier_Nova,Warehouse_North_01,South Africa,Africa,CUST002592,2023-04-23 20:32:57,2023-04-26 20:32:57,2023-05-03 20:32:57,178,858.87,122702.52,145234.92,22447.84,84.56,Rail,754,72,7.0,147,134592.46,0.05,Delivered,0,No,2.7,Spring,4,2023
ORD118023,P1004,4K Monitor,Electronics,Supplier_Titan,Warehouse_South_01,India,Asia,CUST005038,2023-04-23 20:42:39,2023-04-23 20:42:39,2023-05-04 20:42:39,19,13.29,146.68,239.88,-77.31,170.51,Air,2282,519,11.0,23,311.14,0.05,Delivered,0,No,4.1,Spring,4,2023
ORD118024,P1018,Blender Pro,Home & Kitchen,Supplier_Orion,Warehouse_East_01,Brazil,South America,CUST000597,2023-04-23 20:50:11,2023-04-23 20:50:11,2023-05-02 20:50:11,125,1049.96,94048.75,124682.75,30579.42,54.58,Road,3619,783,9.0,125,142911.78,0.05,Delivered,0,No,4.4,Spring,4,2023
ORD118025,P1038,Breakfast Cereal,Grocery,Supplier_Meridian,Warehouse_East_01,Brazil,South America,CUST005449,2023-04-23 21:00:54,2023-04-26 21:00:54,2023-05-12 21:00:54,157,663.25,66668.48,104130.25,37442.57,19.2,Road,620,617,15.0,158,113524.2,0.0,Delivered,1,No,4.3,Spring,4,2023
ORD118026,P1045,Protein Powder,Health & Beauty,Supplier_Titan,Warehouse_East_01,Singapore,Asia,CUST008475,2023-04-23 21:21:24,2023-04-24 21:21:24,2023-05-14 21:21:24,77,127.17,8262.1,9792.09,1525.22,4.77,Road,809,616,20.0,63,8193.55,0.0,Delivered,0,No,4.9,Spring,4,2023
ORD118027,P1033,Olive Oil 1L,Grocery,Supplier_Meridian,Warehouse_East_01,UAE,Middle East,CUST010073,2023-04-23 21:31:07,2023-04-26 21:31:07,2023-05-12 21:31:07,72,1216.85,50273.28,83232.54,32910.21,49.05,Sea,2185,231,15.0,80,95607.25,0.05,Delivered,1,No,4.1,Spring,4,2023
ORD118028,P1034,Organic Honey,Grocery,Supplier_Beta,Warehouse_West_02,South Africa,Africa,CUST005265,2023-04-23 21:56:43,2023-04-23 21:56:43,2023-05-04 21:56:43,143,725.38,83476.25,88169.94,4589.59,104.1,Road,771,740,7.0,148,115361.57,0.15,Shipped,4,No,5.0,Spring,4,2023
ORD118029,P1048,Puzzle 1000pc,Toys,Supplier_Titan,Warehouse_North_01,Japan,Asia,CUST002904,2023-04-23 22:18:52,2023-04-25 22:18:52,2023-04-30 22:18:52,154,128.99,13556.62,19864.46,6199.96,107.88,Road,2838,121,3.0,128,18050.7,0.0,Delivered,2,No,4.7,Spring,4,2023
ORD118030,P1015,Sports Cap,Apparel,Supplier_Horizon,Warehouse_South_01,India,Asia,CUST005414,2023-04-23 23:23:33,2023-04-23 23:23:33,2023-05-14 23:23:33,13,933.35,8394.88,10920.2,2457.35,67.97,Road,4911,432,18.0,12,11565.34,0.1,Shipped,3,No,3.8,Spring,4,2023
ORD118031,P1039,Coffee Beans 1kg,Grocery,Supplier_Atlas,Warehouse_North_01,Argentina,South America,CUST000515,2023-04-24 00:05:16,2023-04-25 00:05:16,2023-05-21 00:05:16,28,1301.19,24065.44,36433.32,12274.45,93.43,Air,4314,659,22.0,29,38458.11,0.0,Delivered,4,No,3.1,Spring,4,2023
ORD118032,P1049,Action Figure,Toys,Supplier_Meridian,Warehouse_Central_02,China,Asia,CUST005284,2023-04-24 00:08:41,2023-04-24 00:08:41,2023-05-03 00:08:41,61,324.8,15690.42,15850.24,84.04,75.78,Rail,3514,686,8.0,54,16429.2,0.2,Delivered,1,No,3.7,Spring,4,2023
ORD118033,P1046,Building Blocks Set,Toys,Supplier_Beta,Warehouse_South_02,India,Asia,CUST005602,2023-04-24 00:12:27,2023-04-25 00:12:27,2023-05-09 00:12:27,191,976.22,138079.63,186458.02,48330.98,47.41,Road,2388,455,7.0,243,247680.98,0.0,Delivered,7,No,5.0,Spring,4,2023
ORD118034,P1038,Breakfast Cereal,Grocery,Supplier_Pioneer,Warehouse_South_01,Germany,Europe,CUST002029,2023-04-24 00:26:16,2023-04-25 00:26:16,2023-05-14 00:26:16,84,771.4,49343.28,64797.6,15429.14,25.18,Sea,4113,673,16.0,92,67300.38,0.0,Delivered,3,Yes,5.0,Spring,4,2023
ORD118035,P1026,Bookshelf,Furniture,Supplier_Orion,Warehouse_West_02,Argentina,South America,CUST000854,2023-04-24 00:50:56,2023-04-25 00:50:56,2023-04-30 00:50:56,138,517.75,43403.76,60732.08,17317.55,10.77,Road,1329,129,5.0,171,82577.46,0.15,Delivered,0,No,4.3,Spring,4,2023
ORD118036,P1040,Face Moisturizer,Health & Beauty,Supplier_Atlas,Warehouse_West_01,France,Europe,CUST000105,2023-04-24 02:03:18,2023-04-27 02:03:18,2023-05-02 02:03:18,49,58.01,2313.78,2416.12,79.44,22.9,Sea,4532,326,5.0,63,3560.51,0.15,Delivered,0,No,2.7,Spring,4,2023
ORD118037,P1037,Whole Wheat Flour,Grocery,Supplier_Nova,Warehouse_Central_01,China,Asia,CUST004364,2023-04-24 02:08:58,2023-04-27 02:08:58,2023-05-09 02:08:58,63,649.86,23086.35,40941.18,17769.61,85.22,Road,4447,177,10.0,68,40689.4,0.0,Delivered,2,No,4.2,Spring,4,2023
ORD118038,P1049,Action Figure,Toys,Supplier_Orion,Warehouse_West_02,Singapore,Asia,CUST005610,2023-04-24 02:22:59,2023-04-25 02:22:59,2023-05-10 02:22:59,50,123.72,3530.5,5876.7,2205.58,140.62,Air,4528,81,13.0,58,7721.1,0.05,Delivered,2,No,3.8,Spring,4,2023
ORD118039,P1049,Action Figure,Toys,Supplier_Atlas,Warehouse_East_01,UK,Europe,CUST008721,2023-04-24 02:38:11,2023-04-25 02:38:11,2023-04-29 02:38:11,62,158.26,5841.02,8830.91,2956.76,33.13,Road,2600,357,4.0,76,10895.19,0.1,Delivered,0,No,2.7,Spring,4,2023
ORD118040,P1024,Office Chair,Furniture,Supplier_Horizon,Warehouse_West_01,Italy,Europe,CUST010259,2023-04-24 03:21:47,2023-04-24 03:21:47,2023-05-08 03:21:47,4,703.01,1750.76,2812.04,978.17,83.11,Rail,3284,309,14.0,3,2080.35,0.0,Delivered,0,Yes,2.8,Spring,4,2023
ORD118041,P1025,Wooden Dining Table,Furniture,Supplier_Titan,Warehouse_Central_01,Japan,Asia,CUST011433,2023-04-24 03:53:07,2023-04-24 03:53:07,2023-05-15 03:53:07,125,1093.62,96691.25,129867.38,33161.74,14.39,Road,4227,485,19.0,114,120412.9,0.05,Delivered,2,No,4.1,Spring,4,2023
ORD118042,P1013,Winter Sweater,Apparel,Supplier_Titan,Warehouse_North_02,Mexico,North America,CUST011896,2023-04-24 05:19:43,2023-04-27 05:19:43,2023-05-22 05:19:43,139,280.65,21807.71,31208.28,9347.67,52.9,Sea,61,358,23.0,152,45762.03,0.2,Delivered,2,No,5.0,Spring,4,2023
ORD118043,P1013,Winter Sweater,Apparel,Supplier_Alpha,Warehouse_East_01,USA,North America,CUST009321,2023-04-24 05:46:04,2023-04-27 05:46:04,2023-05-16 05:46:04,27,34.31,516.24,926.37,157.11,253.02,Air,4530,497,18.0,31,975.41,0.0,Delivered,1,No,4.6,Spring,4,2023
ORD118044,P1013,Winter Sweater,Apparel,Supplier_Horizon,Warehouse_East_01,UAE,Middle East,CUST011760,2023-04-24 06:20:42,2023-04-25 06:20:42,2023-05-14 06:20:42,26,1091.61,23631.14,25543.67,1900.57,11.96,Road,4241,198,19.0,21,24896.8,0.1,Shipped,0,Yes,4.0,Spring,4,2023
ORD118045,P1024,Office Chair,Furniture,Supplier_Orion,Warehouse_West_02,Mexico,North America,CUST003983,2023-04-24 07:18:19,2023-04-27 07:18:19,2023-05-05 07:18:19,107,850.65,56553.78,91019.55,34415.14,50.63,Road,4068,652,5.0,104,81911.4,0.0,Shipped,3,No,5.0,Spring,4,2023
ORD118046,P1035,Green Tea Pack,Grocery,Supplier_Horizon,Warehouse_West_02,Mexico,North America,CUST001911,2023-04-24 08:30:09,2023-04-25 08:30:09,2023-05-19 08:30:09,42,152.09,3887.1,6387.78,2494.24,6.44,Road,2794,93,17.0,44,6207.68,0.0,Delivered,7,No,4.1,Spring,4,2023
ORD118047,P1003,Smartwatch S2,Electronics,Supplier_Pioneer,Warehouse_West_02,China,Asia,CUST004509,2023-04-24 09:48:54,2023-04-27 09:48:54,2023-05-18 09:48:54,163,728.9,92593.78,118810.7,26047.21,169.71,Air,1649,263,21.0,175,135772.52,0.0,Processing,0,No,4.1,Spring,4,2023
ORD118048,P1046,Building Blocks Set,Toys,Supplier_Zenith,Warehouse_South_01,Germany,Europe,CUST000484,2023-04-24 10:08:45,2023-04-26 10:08:45,2023-05-15 10:08:45,99,653.71,48027.87,55009.7,6894.03,87.8,Rail,3617,300,14.0,94,62177.27,0.15,Shipped,5,No,4.1,Spring,4,2023
ORD118049,P1014,Formal Shirt,Apparel,Supplier_Pioneer,Warehouse_North_02,Canada,North America,CUST002851,2023-04-24 10:39:43,2023-04-27 10:39:43,2023-05-09 10:39:43,121,789.39,57338.27,95516.19,38144.56,33.36,Sea,2956,477,12.0,140,111944.46,0.0,Delivered,0,No,5.0,Spring,4,2023
ORD118050,P1031,Recliner,Furniture,Supplier_Vertex,Warehouse_Central_01,France,Europe,CUST006763,2023-04-24 11:14:16,2023-04-27 11:14:16,2023-05-17 11:14:16,105,674.7,51300.9,70843.5,19537.23,5.37,Sea,3946,139,20.0,86,54273.66,0.0,Returned,0,Yes,4.1,Spring,4,2023
ORD118051,P1017,Coffee Maker,Home & Kitchen,Supplier_Meridian,Warehouse_West_02,Germany,Europe,CUST007431,2023-04-24 11:25:05,2023-04-25 11:25:05,2023-05-07 11:25:05,153,502.45,58849.92,76874.85,17955.38,69.55,Air,1541,315,12.0,123,67847.62,0.0,Delivered,0,No,5.0,Spring,4,2023
ORD118052,P1013,Winter Sweater,Apparel,Supplier_Zenith,Warehouse_East_02,Mexico,North America,CUST006642,2023-04-24 11:30:56,2023-04-26 11:30:56,2023-04-28 11:30:56,4,175.43,545.92,526.29,-63.28,43.65,Rail,1659,260,2.0,4,667.88,0.25,Delivered,0,No,4.7,Spring,4,2023
ORD118053,P1000,Smartphone X1,Electronics,Supplier_Nova,Warehouse_Central_01,Singapore,Asia,CUST003898,2023-04-24 11:34:57,2023-04-24 11:34:57,2023-05-07 11:34:57,153,20.77,2660.67,2542.25,-205.62,87.2,Rail,68,213,9.0,127,2862.38,0.2,Delivered,4,No,4.3,Spring,4,2023
ORD118054,P1041,Electric Toothbrush,Health & Beauty,Supplier_Atlas,Warehouse_North_01,Argentina,South America,CUST009244,2023-04-24 11:36:36,2023-04-27 11:36:36,2023-05-10 11:36:36,59,1414.57,48304.48,79286.65,30930.04,52.13,Sea,617,393,12.0,53,76976.95,0.05,Delivered,1,No,3.9,Spring,4,2023
ORD118055,P1019,Vacuum Cleaner,Home & Kitchen,Supplier_Beta,Warehouse_West_01,Mexico,North America,CUST001308,2023-04-24 11:49:36,2023-04-26 11:49:36,2023-05-17 11:49:36,12,49.13,407.28,589.56,125.47,56.81,Road,3007,799,21.0,11,578.41,0.0,Delivered,0,No,5.0,Spring,4,2023
ORD118056,P1009,Women's Dress,Apparel,Supplier_Nova,Warehouse_Central_02,Argentina,South America,CUST003748,2023-04-24 12:39:44,2023-04-24 12:39:44,2023-05-13 12:39:44,65,213.51,10180.3,12490.34,2305.63,4.41,Road,909,240,19.0,77,15674.71,0.1,Delivered,0,No,4.4,Spring,4,2023
ORD118057,P1009,Women's Dress,Apparel,Supplier_Horizon,Warehouse_South_01,Singapore,Asia,CUST008506,2023-04-24 13:37:48,2023-04-26 13:37:48,2023-05-04 13:37:48,198,220.6,36732.96,41494.86,4557.89,204.01,Air,3057,328,8.0,181,37700.04,0.05,Cancelled,0,No,4.2,Spring,4,2023
ORD118058,P1023,LED Lamp,Home & Kitchen,Supplier_Pioneer,Warehouse_Central_01,Brazil,South America,CUST011341,2023-04-24 15:09:42,2023-04-26 15:09:42,2023-05-09 15:09:42,48,1007.11,41084.16,36255.96,-4899.65,71.45,Air,4949,701,13.0,51,55586.78,0.25,Delivered,0,No,3.1,Spring,4,2023
ORD118059,P1033,Olive Oil 1L,Grocery,Supplier_Zenith,Warehouse_Central_01,UK,Europe,CUST002149,2023-04-24 15:33:04,2023-04-24 15:33:04,2023-04-27 15:33:04,114,138.64,10411.62,13434.22,3000.72,21.88,Road,1351,411,2.0,126,16128.26,0.15,Processing,1,No,4.0,Spring,4,2023
ORD118060,P1027,Sofa Set,Furniture,Supplier_Beta,Warehouse_East_02,Australia,Oceania,CUST010522,2023-04-24 16:12:44,2023-04-24 16:12:44,2023-05-14 16:12:44,13,803.71,7114.51,9403.41,2220.4,68.5,Sea,551,276,20.0,11,9709.68,0.1,Delivered,0,No,2.9,Spring,4,2023
ORD118061,P1026,Bookshelf,Furniture,Supplier_Beta,Warehouse_North_01,South Africa,Africa,CUST011050,2023-04-24 17:14:05,2023-04-25 17:14:05,2023-05-07 17:14:05,182,764.67,92590.68,139169.94,46522.14,57.12,Rail,456,330,12.0,209,153962.99,0.0,Delivered,0,No,3.6,Spring,4,2023
ORD118062,P1039,Coffee Beans 1kg,Grocery,Supplier_Atlas,Warehouse_East_02,Brazil,South America,CUST008475,2023-04-24 17:21:36,2023-04-25 17:21:36,2023-05-17 17:21:36,29,384.03,7869.73,8352.65,460.61,22.31,Road,420,265,22.0,34,12068.48,0.25,Delivered,0,No,4.3,Spring,4,2023
ORD118063,P1000,Smartphone X1,Electronics,Supplier_Vertex,Warehouse_Central_02,UK,Europe,CUST004415,2023-04-24 17:53:56,2023-04-25 17:53:56,2023-05-19 17:53:56,100,809.89,58601.0,80989.0,22280.07,107.93,Road,3708,699,24.0,90,70820.47,0.0,Cancelled,0,No,5.0,Spring,4,2023
ORD118064,P1032,Basmati Rice 5kg,Grocery,Supplier_Summit,Warehouse_Central_01,UK,Europe,CUST005908,2023-04-24 18:29:28,2023-04-26 18:29:28,2023-05-05 18:29:28,107,492.9,41153.27,50103.28,8834.74,115.27,Road,4439,578,4.0,114,59530.22,0.05,Delivered,5,No,5.0,Spring,4,2023
ORD118065,P1003,Smartwatch S2,Electronics,Supplier_Titan,Warehouse_West_02,France,Europe,CUST002807,2023-04-24 18:46:48,2023-04-27 18:46:48,2023-05-11 18:46:48,175,508.41,64753.5,71177.4,6320.13,103.77,Road,1344,367,14.0,147,71435.75,0.2,Cancelled,0,No,4.4,Spring,4,2023
ORD118066,P1006,Tablet Air,Electronics,Supplier_Meridian,Warehouse_North_01,Canada,North America,CUST007233,2023-04-24 19:23:01,2023-04-27 19:23:01,2023-05-23 19:23:01,168,946.78,102226.32,127247.23,24789.32,231.59,Air,4884,245,21.0,200,196201.65,0.2,Delivered,5,No,2.9,Spring,4,2023
ORD118067,P1008,Men's Jacket,Apparel,Supplier_Beta,Warehouse_South_01,USA,North America,CUST003986,2023-04-24 20:17:11,2023-04-27 20:17:11,2023-05-03 20:17:11,177,318.69,43048.17,53587.72,10530.66,8.89,Road,1436,742,6.0,207,63964.2,0.05,Delivered,0,No,4.7,Spring,4,2023
ORD118068,P1015,Sports Cap,Apparel,Supplier_Nova,Warehouse_West_01,Canada,North America,CUST001823,2023-04-24 20:37:12,2023-04-24 20:37:12,2023-05-10 20:37:12,18,337.5,4411.98,6075.0,1466.32,196.7,Air,4919,184,11.0,21,6935.28,0.0,Delivered,5,No,5.0,Spring,4,2023
ORD118069,P1004,4K Monitor,Electronics,Supplier_Pioneer,Warehouse_South_02,Canada,North America,CUST005870,2023-04-24 20:50:58,2023-04-27 20:50:58,2023-05-16 20:50:58,4,92.34,215.88,369.36,142.93,10.55,Road,2052,571,19.0,3,285.57,0.0,Delivered,0,No,4.0,Spring,4,2023
ORD118070,P1033,Olive Oil 1L,Grocery,Supplier_Vertex,Warehouse_West_02,UAE,Middle East,CUST010303,2023-04-24 21:13:46,2023-04-24 21:13:46,2023-05-02 21:13:46,152,918.38,93855.44,132614.07,38718.34,40.29,Rail,199,698,8.0,162,142271.39,0.05,Delivered,0,No,3.1,Spring,4,2023
ORD118071,P1022,Water Purifier,Home & Kitchen,Supplier_Horizon,Warehouse_West_01,Brazil,South America,CUST007042,2023-04-24 22:04:18,2023-04-26 22:04:18,2023-04-29 22:04:18,85,1422.14,87705.55,102749.62,14972.66,71.41,Sea,302,203,3.0,82,107529.61,0.15,Delivered,0,No,3.5,Spring,4,2023
ORD118072,P1042,Hair Dryer,Health & Beauty,,Warehouse_North_02,UAE,Middle East,CUST000216,2023-04-24 22:06:58,2023-04-26 22:06:58,2023-05-13 22:06:58,10,384.56,2950.3,3653.32,611.81,91.21,Air,1415,292,13.0,12,4418.17,0.05,Delivered,4,No,3.7,Spring,4,2023
ORD118073,P1049,Action Figure,Toys,Supplier_Pioneer,Warehouse_Central_02,Singapore,Asia,CUST008086,2023-04-24 22:19:41,2023-04-26 22:19:41,2023-05-20 22:19:41,56,1325.85,61746.72,70535.22,8575.31,213.19,Air,279,451,23.0,48,63400.35,0.05,Delivered,1,No,3.9,Spring,4,2023
ORD118074,P1024,Office Chair,Furniture,Supplier_Meridian,Warehouse_East_01,China,Asia,CUST007791,2023-04-24 22:21:41,2023-04-25 22:21:41,2023-05-03 22:21:41,151,24.68,2254.43,3726.68,1409.15,63.1,Road,3746,59,8.0,127,3046.64,0.0,Delivered,0,No,4.1,Spring,4,2023
ORD118075,P1050,Car Vacuum Cleaner,Automotive,Supplier_Beta,Warehouse_Central_02,Mexico,North America,CUST004490,2023-04-24 22:55:16,2023-04-27 22:55:16,2023-05-13 22:55:16,159,1280.79,126285.75,173098.77,46570.36,242.66,Air,1446,616,13.0,132,161314.86,0.15,Delivered,3,No,,Spring,4,2023
ORD118076,P1012,Cotton T-Shirt,Apparel,Supplier_Vertex,Warehouse_West_02,Mexico,North America,CUST011630,2023-04-24 23:02:32,2023-04-26 23:02:32,2023-05-01 23:02:32,83,1236.37,71218.15,102618.71,31293.78,106.78,Road,1601,324,5.0,95,122666.33,0.0,Delivered,0,Yes,3.1,Spring,4,2023
ORD118077,P1023,LED Lamp,Home & Kitchen,Supplier_Beta,Warehouse_North_01,Mexico,North America,CUST004184,2023-04-25 00:05:42,2023-04-25 00:05:42,2023-05-09 00:05:42,121,730.28,62439.63,83945.69,21406.87,99.19,Road,70,695,12.0,106,81139.73,0.05,Returned,2,Yes,3.6,Spring,4,2023
ORD118078,P1010,Running Shoes,Apparel,Supplier_Titan,Warehouse_South_01,Argentina,South America,CUST006174,2023-04-25 01:51:37,2023-04-26 01:51:37,2023-05-17 01:51:37,154,412.04,38450.72,53936.04,15393.8,91.52,Road,565,634,21.0,197,86455.55,0.15,Returned,0,Yes,4.9,Spring,4,2023
ORD118079,P1051,Dash Camera,Automotive,Supplier_Vertex,Warehouse_South_01,Italy,Europe,CUST009977,2023-04-25 02:00:49,2023-04-26 02:00:49,2023-05-06 02:00:49,149,316.31,28673.56,47130.19,18387.34,69.29,Sea,3386,583,9.0,187,62419.14,0.0,Delivered,1,No,4.3,Spring,4,2023
ORD118080,P1050,Car Vacuum Cleaner,Automotive,Supplier_Alpha,Warehouse_West_01,India,Asia,CUST006654,2023-04-25 02:08:15,2023-04-28 02:08:15,2023-05-08 02:08:15,123,211.91,16108.08,26064.93,9937.46,19.39,Road,1884,310,3.0,112,21912.69,0.0,Delivered,7,No,3.9,Spring,4,2023
ORD118081,P1016,Air Fryer,Home & Kitchen,Supplier_Zenith,Warehouse_West_02,China,Asia,CUST004636,2023-04-25 02:41:06,2023-04-27 02:41:06,2023-05-16 02:41:06,38,843.9,23610.54,32068.2,8406.08,51.58,Road,563,404,19.0,40,36422.83,0.0,Processing,0,No,2.3,Spring,4,2023
ORD118082,P1036,Almonds 500g,Grocery,Supplier_Meridian,Warehouse_Central_02,Germany,Europe,CUST008794,2023-04-25 03:09:40,2023-04-28 03:09:40,2023-05-17 03:09:40,40,836.1,25153.6,33444.0,8191.76,98.64,Rail,3717,150,19.0,32,26785.51,0.0,Delivered,0,No,4.4,Spring,4,2023
ORD118083,P1012,Cotton T-Shirt,Apparel,Supplier_Orion,Warehouse_South_02,China,Asia,CUST001681,2023-04-25 03:54:51,2023-04-27 03:54:51,2023-05-02 03:54:51,35,506.18,9986.9,13287.22,3186.13,114.19,Road,691,85,3.0,31,16331.06,0.25,Delivered,2,Yes,4.0,Spring,4,2023
